mercado,produto,nome,preco,link
Gbarbosa,sal,Sal Grosso Cuisine&Co 1Kg,2.39,"https://www.gbarbosa.com.br/sal/sal?_q=sal&fuzzy=0&initialMap=ft&initialQuery=sal&map=category-3,ft&operator=and"
Gbarbosa,sal,Sal Rosa do Himalaia Fino Bombay Herbs & Spices Pouch 500g,13.99,"https://www.gbarbosa.com.br/sal/sal?_q=sal&fuzzy=0&initialMap=ft&initialQuery=sal&map=category-3,ft&operator=and"
Gbarbosa,sal,Sal de Parrilla Kitano Triturado Churrasquear Frasco 500g,17.99,"https://www.gbarbosa.com.br/sal/sal?_q=sal&fuzzy=0&initialMap=ft&initialQuery=sal&map=category-3,ft&operator=and"
Gbarbosa,sal,Sal Rosa do Himalaia Cuisine&Co Pote 500g,12.9,"https://www.gbarbosa.com.br/sal/sal?_q=sal&fuzzy=0&initialMap=ft&initialQuery=sal&map=category-3,ft&operator=and"
Gbarbosa,sal,Sal de Parrilla Bombay Herbs & Spices Gourmet Pouch 500g,13.99,"https://www.gbarbosa.com.br/sal/sal?_q=sal&fuzzy=0&initialMap=ft&initialQuery=sal&map=category-3,ft&operator=and"
Gbarbosa,sal,Sal de Parrilla Cuisine&Co Alho Pote 250g,8.99,"https://www.gbarbosa.com.br/sal/sal?_q=sal&fuzzy=0&initialMap=ft&initialQuery=sal&map=category-3,ft&operator=and"
Paodeacucar,sal,Sal Refinado CISNE Tradicional Pacote 1Kg,3.79,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal Refinado LEBRE Pacote 1Kg,2.95,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal Refinado Qualitá Pacote 1kg,2.69,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal Refinado Light CISNE Pacote 500g,9.69,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal Rosa do Himalaia Fino Bombay Herbs & Spices Pouch 500g,12.79,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal Rosa do Himalaia com Moedor BR Spices Salt Selection Vidro 100g,20.49,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,"Sal de Parrilla Argentino Original BR Spices Churrasco Frasco 1,1kg",19.99,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal de Parrilla Argentino Original BR Spices Churrasco Frasco 500g,11.89,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Saleiro Cozinha CISNE 100g,5.39,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal Marinho Grosso Tipo 1 Qualitá Pacote 1kg,4.19,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal Marinho com Moedor Integral BR Spices Salt Selection Vidro 100g,20.99,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal de Parrilla Bombay Herbs & Spices Gourmet Pouch 500g,13.79,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal Rosa do Himalaia Grosso Bombay Herbs & Spices Pouch 500g Refil,16.29,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal Grosso para Churrasco CISNE Pacote 1kg,5.19,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal de Parrilla Lebre Pacote 500g,5.19,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal Rosa do Himalaia Fino BR Spices Salt Selection Pouch 500g,13.79,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal de Parrilla Triturado Kitano Churrasquear Frasco 500g,13.85,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,"Sal Parrilla Br Spices Com Chimichurri 1,010 Kg",17.89,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal do Atacama Grosso com Moedor BR Spices Salt Selection Vidro 100g,19.79,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,"Sal de Parrilla BR Spices Churrasco Frasco 1,01kg",17.89,https://www.paodeacucar.com/busca?terms=sal
Paodeacucar,sal,Sal Parrilla Br Spices Com Chimichurri 300G,19.99,https://www.paodeacucar.com/busca?terms=sal
Redemix,sal,SAL REFINADO LEBRE 1KG,2.19,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,SAL MOIDO IODADO MIRAMAR 1KG,1.49,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,SAL MOÍDO MIRAMAR 1KG,10.98,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,SAL DO ATACAMA FINO BR SPICES 250G,15.98,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,SAL REFINADO LIGHT LEBRE 500G,8.39,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,SAL ROSA DO HIMALAIA TIA SÔNIA 200G,10.98,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,SAL PARRILLA BRSPICES CHIMICHURRI 1 04KG,29.98,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,AJI-SAL CHURRASCO PARRILLA 500G,25.98,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,SAL GROSSO PARA CHURRASCO AJI-SAL 500G,11.98,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,SAL DE PARRILLA PARA CHURRASCO BR SPICES 1.1KG,26.99,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,SAL PARA CHURRASCO COM CHIMICHURRI PARRILLA BR SPICES 1KG,29.98,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,SAL MARINHO MALDON 250G,69.9,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,SAL GROSSO DO ATACAMA COM MOEDOR BR SPICES 100G,23.98,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,SAL ROSA E PIMENTA DO REINO COM MOEDOR BR SPICES 90G,23.98,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Redemix,sal,SAL ROSA DO HIMALAIA COM MOEDOR BR SPICES 100G,23.98,https://www.redemix.com.br/mercearia/temperos-e-condimentos/sal/sal?O=OrderByTopSaleDESC&PS=18#2
Mercantil,óleo,Óleo de Soja Soya Pet 900ml,8.89,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Óleo Misto Oliva Santa Isabel 500ml,15.29,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Óleo de Milho Liza Especiais 900ml,18.49,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Óleo de Canola Salada Pet 900ml,15.49,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Óleo de Girassol Liza Pet 900ml,20.89,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Óleo de Canola Liza Pet 900ml,15.99,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Óleo Composto de Soja Carmelita Lata 200ml,10.09,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Óleo Composto de Soja e Oliva Olívia Tradicional Pet 500ml,15.09,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Atum Sólido Crusoe Óleo 170g,9.89,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Sardinha 88 ao Óleo Lata 75g,6.79,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Atum Sólido Gomes da Costa em Óleo Lata 170g,11.09,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Atum em Pedaços Gomes da Costa em Óleo 170g,10.89,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Atum Ralado Gomes da Costa em Óleo Lata 170g,10.89,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Atum Ralado 88 em Óleo Lata 105g,7.99,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Mistura de Leite e Óleo Vegetal Damare Culinário 200g,2.69,https://www.mercantilatacado.com.br/óleo
Mercantil,óleo,Pipoca Magrela Fit c/ Óleo de Coco 35g,3.15,https://www.mercantilatacado.com.br/óleo
Hiperideal,óleo,Óleo Soja Soya 900ml ,8.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Finalizador Pantene Milagroso Leave In 95ml ,38.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Milho Liza 900ml ,17.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Canola Liza 900ml ,14.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Composto Lenas Girassol E Oliva 500ml ,18.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Girassol Liza 900ml ,18.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Canola Salada 900ml ,15.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Girassol Salada 900ml ,15.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Girassol Mazola 900ml ,19.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Milho Mazola 900ml ,19.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Móveis Peroba 200ml ,24.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Gergelim Kenko Torrado 100ml ,29.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo De Coco Copra Sem Sabor 200ml ,22.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Liza Algodão 900mll ,15.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Corporal Paixão Tentadora Ameixa Rubi Com Óleo De Amêndoas 100ml ,14.69,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Composto Lenas Cebola E Alho 350ml ,17.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Nutritivo Ox Nutre 120ml ,32.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Liza Bolos E Doces 500ml ,10.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Ox Finalizador Mari Maria Vita Glow 60ml ,51.99,https://www.hiperideal.com.br/óleo
Hiperideal,óleo,Óleo Tresemmé Finalizador Brilho Lamelar 60ml ,44.79,https://www.hiperideal.com.br/óleo
Gbarbosa,óleo,Óleo de Soja Soya Pet 900ml,8.79,https://www.gbarbosa.com.br/óleo
Gbarbosa,óleo,Óleo de Soja Concórdia Tipo 1 Garrafa 900ml,7.79,https://www.gbarbosa.com.br/óleo
Gbarbosa,óleo,Óleo de Milho Liza Especiais Tipo1 500ml,11.39,https://www.gbarbosa.com.br/óleo
Gbarbosa,óleo,Óleo de Girassol Salada Pet 900ml,15.99,https://www.gbarbosa.com.br/óleo
Gbarbosa,óleo,Óleo de Milho Liza Especiais 900ml,19.99,https://www.gbarbosa.com.br/óleo
Gbarbosa,óleo,Óleo de Canola Salada Pet 900ml,16.99,https://www.gbarbosa.com.br/óleo
Gbarbosa,óleo,Óleo de Milho Salada Pet 900ml,18.99,https://www.gbarbosa.com.br/óleo
Gbarbosa,óleo,Óleo Misto Oliva Santa Isabel 500ml,14.99,https://www.gbarbosa.com.br/óleo
Paodeacucar,óleo,Óleo de Soja LIZA Pet 900ml,7.99,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Soja Tipo 1 Qualitá Garrafa 900ml,7.69,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Girassol Tipo 1 Liza Especiais Garrafa 900ml,18.79,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo De Soja SOYA Garrafa 900ml,7.89,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Canola Tipo 1 Liza Especiais Garrafa 900ml,19.29,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Milho LIZA Pet 900ml,18.49,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Algodão Tipo 1 Liza Especiais Garrafa 900ml,17.29,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo Composto Maria Tradicional PET 500ml,16.29,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo Composto de Soja e Oliva Manteiga Maria Garrafa 500ml,16.99,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Coco Spray sem Sabor Copra Frasco 100ml,28.99,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Coco sem Sabor TAEQ Vidro 500ml,34.99,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Girassol QUALITÁ Pet 900ml,14.99,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Girassol SALADA Pet 900ml,15.99,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Oléo de Canola QUALITÁ Pet 900ml,14.99,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Soja Vitaliv Garrafa 900ml,7.69,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Milho SALADA Pet 900ml,18.29,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Azeite Português de Oliva Extra Virgem ANDORINHA Vidro 500ml,47.49,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Milho QUALITÁ Pet 900ml,17.29,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Azeite de Oliva Extra Virgem Clássico Português Gallo Vidro 500ml,36.99,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Soja COCAMAR Pet 900ml,7.69,https://www.paodeacucar.com/busca?terms=óleo
Paodeacucar,óleo,Óleo de Canola SALADA Pet 900ml,15.99,https://www.paodeacucar.com/busca?terms=óleo
Redemix,óleo,ÓLEO DE SOJA LIZA PET 900ML,8.99,https://www.redemix.com.br/óleo#1
Redemix,óleo,ATUM RALADO ROBINSON CRUSOE OLEO 170G,9.49,https://www.redemix.com.br/óleo#1
Redemix,óleo,SARDINHA COQUEIRO OLEO 125G,9.69,https://www.redemix.com.br/óleo#1
Redemix,óleo,OLEO MILHO MAZOLA 900ML,20.99,https://www.redemix.com.br/óleo#1
Redemix,óleo,OLEO EM GEL SEDA NUTRICAO VOLUMAO POWER 350ML,31.89,https://www.redemix.com.br/óleo#1
Redemix,óleo,OLEO DE MILHO E ALGODAO LIZA FRITURAS ESPECIARIAS 500ML,10.98,https://www.redemix.com.br/óleo#1
Redemix,óleo,OLEO MILHO E CANOLA LIZA PARA BOLO E DOCE 500ML,10.69,https://www.redemix.com.br/óleo#1
Redemix,óleo,INSETICIDA AEROSOL RAID MULTI OLEO CITRONELA 420ML,19.68,https://www.redemix.com.br/óleo#1
Redemix,óleo,OLEO COMPOSTO MARIA MANTEIGA 500ML,19.99,https://www.redemix.com.br/óleo#1
Redemix,óleo,OLEO COMPOSTO OLIVA TRADICIONAL 500ML,18.99,https://www.redemix.com.br/óleo#1
Redemix,óleo,OLEO COMPOSTO MARIA 500ML,19.99,https://www.redemix.com.br/óleo#1
Redemix,óleo,OLEO ELSEVE GLICOLIC GLOSS 100ML,57.78,https://www.redemix.com.br/óleo#1
Redemix,óleo,CREME PARA PENTEAR COM OLEO DE COCO BOOM DEFINICAO 1KG,35.79,https://www.redemix.com.br/óleo#1
Redemix,óleo,KIT SHAMPOO 350ML E CONDICIONADOR 175ML DOVE RITUAL DE REPARACAO OLEO DE COCO E CURCUMA,40.49,https://www.redemix.com.br/óleo#1
Mercantil,leite,Leite Uht Damare Integral Caixa 1l,4.69,"https://www.mercantilatacado.com.br/leite-liquido/leite%20liquido?_q=leite%20liquido&fuzzy=0&initialMap=ft&initialQuery=leite%20liquido&map=category-2,ft&operator=and"
Mercantil,leite,Leite Líquido Natville Integral 1l,5.39,"https://www.mercantilatacado.com.br/leite-liquido/leite%20liquido?_q=leite%20liquido&fuzzy=0&initialMap=ft&initialQuery=leite%20liquido&map=category-2,ft&operator=and"
Mercantil,leite,Leite Uht Betânia Integral Vitaminas 1l,5.19,"https://www.mercantilatacado.com.br/leite-liquido/leite%20liquido?_q=leite%20liquido&fuzzy=0&initialMap=ft&initialQuery=leite%20liquido&map=category-2,ft&operator=and"
Mercantil,leite,Leite Uht Damare Desnatado Caixa 1l,4.69,"https://www.mercantilatacado.com.br/leite-liquido/leite%20liquido?_q=leite%20liquido&fuzzy=0&initialMap=ft&initialQuery=leite%20liquido&map=category-2,ft&operator=and"
Mercantil,leite,Leite Uht Betânia Desnatado Vitaminas 1l,5.99,"https://www.mercantilatacado.com.br/leite-liquido/leite%20liquido?_q=leite%20liquido&fuzzy=0&initialMap=ft&initialQuery=leite%20liquido&map=category-2,ft&operator=and"
Mercantil,leite,Leite Líquido Betânia Semi Desnatado Zero Lactose 1l,5.95,"https://www.mercantilatacado.com.br/leite-liquido/leite%20liquido?_q=leite%20liquido&fuzzy=0&initialMap=ft&initialQuery=leite%20liquido&map=category-2,ft&operator=and"
Mercantil,leite,Leite UHT Natville Desnatado 1l,5.59,"https://www.mercantilatacado.com.br/leite-liquido/leite%20liquido?_q=leite%20liquido&fuzzy=0&initialMap=ft&initialQuery=leite%20liquido&map=category-2,ft&operator=and"
Mercantil,leite,Leite Uht Damare Integral Caixa 1l,4.69,"https://www.mercantilatacado.com.br/leite-liquido/leite%20liquido?_q=leite%20liquido&fuzzy=0&initialMap=ft&initialQuery=leite%20liquido&map=category-2,ft&operator=and"
Mercantil,leite,Leite em Pó Betânia Integral 200g,6.59,"https://www.mercantilatacado.com.br/leite-liquido/leite%20liquido?_q=leite%20liquido&fuzzy=0&initialMap=ft&initialQuery=leite%20liquido&map=category-2,ft&operator=and"
Mercantil,leite,Leite Líquido Natville Integral 1l,5.39,"https://www.mercantilatacado.com.br/leite-liquido/leite%20liquido?_q=leite%20liquido&fuzzy=0&initialMap=ft&initialQuery=leite%20liquido&map=category-2,ft&operator=and"
Hiperideal,leite,Leite Longa Vida Betânia Integral Com Tampa 1l ,4.89,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Pó Integral Ninho Pouch 750g ,39.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Longa Vida Itambé Integral 1l ,6.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Pó Integral Ninho Lata 380g ,21.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Longa Vida Leitíssimo Integral 1l ,9.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Longa Vida Piracanjuba Integral C T 1l ,7.19,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Longa Vida Piracanjuba Zero Lactose 1l ,8.79,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Longa Vida Leitíssimo Desnatado 1l ,9.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Pó Integral Itambé Pacote 200g ,9.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Longa Vida Piracanjuba Desnatado C T 1l ,7.19,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Pó Integral Itambé Pouch 750g ,37.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Pó Integral Betania Pacote 200g ,7.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Em Pó Instantêneo Desnatado La Serenissima 200g ,10.69,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Pó Desnatado Itambé Sachê 200g ,8.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Pó Molico Desnatado 280g ,28.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Longa Vida Leitíssimo Zero Lactose 1l ,9.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Longa Vida Piracanjuba Semi Desnatado 1l ,7.19,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Longa Vida Leitíssimo Semi Desnatado Zero Lactose 1l ,9.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Pó Integral Betania Pouch 750g ,31.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Hiperideal,leite,Leite Em Pó Integral Instantâneo Ninho Lata 380g ,26.99,"https://www.hiperideal.com.br/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-3,ft&operator=and&query=/leite/leite&searchState"
Gbarbosa,leite,Leite Líquido Natville Integral 1l,5.79,"https://www.gbarbosa.com.br/leite-liquido/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-2,ft&operator=and"
Gbarbosa,leite,Leite Uht Betânia Integral Vitaminas 1l,4.89,"https://www.gbarbosa.com.br/leite-liquido/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-2,ft&operator=and"
Gbarbosa,leite,Leite Líquido Piracanjuba Zero Lactose 1l,5.99,"https://www.gbarbosa.com.br/leite-liquido/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-2,ft&operator=and"
Gbarbosa,leite,Leite Uht Betânia Desnatado Vitaminas 1l,4.89,"https://www.gbarbosa.com.br/leite-liquido/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-2,ft&operator=and"
Gbarbosa,leite,Leite Uht GBarbosa Integral Caixa 1l,5.79,"https://www.gbarbosa.com.br/leite-liquido/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-2,ft&operator=and"
Gbarbosa,leite,Leite Uht Damare Integral Caixa 1l,5.69,"https://www.gbarbosa.com.br/leite-liquido/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-2,ft&operator=and"
Gbarbosa,leite,Leite Uht Damare Desnatado Caixa 1l,5.69,"https://www.gbarbosa.com.br/leite-liquido/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-2,ft&operator=and"
Gbarbosa,leite,Leite Líquido Ninho Vitaminado Integral 1l,8.99,"https://www.gbarbosa.com.br/leite-liquido/leite?_q=leite&fuzzy=0&initialMap=ft&initialQuery=leite&map=category-2,ft&operator=and"
Paodeacucar,leite,Pack Leite Fermentado Desnatado Yakult Frasco 480g 6 Unidades,13.29,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Pack Leite Fermentado Desnatado Yakult 40 Frasco 480g 6 Unidades,14.9,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Pack Leite Fermentado Desnatado Yakult 40 Light Frasco 480g 6 Unidades,14.49,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite UHT Integral Qualitá Caixa com Tampa 1l,5.49,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite NINHO Integral 1L,7.99,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite Longa Vida Integral  ITALAC 1 Litro,6.09,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite UHT Integral Piracanjuba Caixa com tampa 1L,6.09,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite UHT Integral Paulista Caixa com Tampa 1l,6.49,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite Longa Vida Integral DÁLIA 1 Litro,4.99,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite UHT Integral Jussara Caixa com Tampa 1l,5.49,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite Longa Vida Integral PARMALAT 1 Litro,5.99,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite Semi Desnatado NINHO Levinho 1L,7.69,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite UHT Integral Parmalat Garrafa 1 Litro,6.09,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite UHT Semidesnatado Zero Lactose Piracanjuba Caixa com Tampa 1L,6.99,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite Longa Vida Semidesnatado QUALITÁ 1 Litro,5.49,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite Longa Vida Zero Lactose Semidesnatado TAEQ 1 Litro,5.99,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite Longa Vida Desnatado QUALITÁ 1 Litro,5.49,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite Desnatado MOLICO 1L,7.69,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite Longa Vida Semidesnatado ITALAC 1 Litro,6.09,https://www.paodeacucar.com/busca?terms=leite
Paodeacucar,leite,Leite UHT Integral DÁLIA 1 Litro,5.69,https://www.paodeacucar.com/busca?terms=leite
